"","B","F","BBmsy","FFmsy","BB0","procB","SPt"
"1992",5616.62184502201,0.147633226535225,1.63846595470428,0.713296273453664,0.819232977352138,0.0199723632182689,0
"1993",5160.75860256688,0.11005552571667,1.51830439066147,0.528026367330786,0.759152195330734,0.00275804391895118,420.957640038253
"1994",5116.03524164986,0.0787152513801802,1.50975513518034,0.376426986115868,0.754877567590168,0.00594681069058112,543.64826510195
"1995",5256.33491721162,0.0697653414139716,1.54252583944693,0.334340451050702,0.771262919723464,0.00127072202971412,534.342567969141
"1996",5374.84159418211,0.0831819874553486,1.57651500755865,0.398555165503609,0.788257503779323,-0.000978798909242684,494.362164813511
"1997",5382.2772466679,0.127453486433565,1.57651576146873,0.611475778798237,0.788257880734367,-0.00221925274025025,456.792004085737
"1998",5116.86955487136,0.145521982184605,1.49832042934828,0.69722650035941,0.749160214674139,-0.00672610301103926,431.830962556746
"1999",4847.58567031523,0.180251379830327,1.41884435104146,0.864580590236161,0.70942217552073,-0.00842420607820138,484.710020653155
"2000",4508.34620786696,0.185238658381746,1.31612107415473,0.891490909112609,0.658060537077366,-0.00943461516482813,532.736391926194
"2001",4266.29017027693,0.203339662047695,1.24477209641596,0.978285651877839,0.622386048207981,-0.00895744431228263,594.618782944186
"2002",4011.70675651674,0.238106635989501,1.1689457125041,1.14586186714864,0.58447285625205,-0.0095943859490113,616.717021095925
"2003",3720.68541935865,0.267904670402616,1.08514931186752,1.28929648349959,0.542574655933759,-0.00348718921129532,665.971896391646
"2004",3425.58696369069,0.295619994729303,0.998464086357029,1.42554606261368,0.499232043178514,-0.0000126337206847182,704.166703597169
"2005",3127.90952261883,0.254645153356966,0.911843904075976,1.2288615369638,0.455921952037988,0.00300966342074105,718.153103675601
"2006",3022.99256800209,0.229166954409023,0.88415376716295,1.10465504210438,0.442076883581475,-0.000580883243973318,698.321076868721
"2007",3036.59475814819,0.259577936428501,0.881295729601286,1.25952702724775,0.440647864800643,-0.00170214941224112,691.517052860132
"2008",2930.32847155544,0.233852623406536,0.848574395625426,1.13315583354238,0.424287197812713,-0.00402080517072578,682.32306594268
"2009",2927.52163214436,0.262851346153995,0.847912180344069,1.27520322492853,0.423956090172035,-0.0017134783146453,684.060893906473
"2010",2855.90684024107,0.252390586065678,0.824199410251675,1.22919666867938,0.412099705125837,-0.000144360208382377,692.702797262937
"2011",2841.10384062471,0.278950030022848,0.819282632651142,1.35455242702408,0.409641316325571,0.00532100015796733,706.264436939937
"2012",2723.99306955149,0.269447096099646,0.786073610650839,1.31086390258228,0.39303680532542,-0.00160701376544736,677.173618332769
"2013",2652.95361571868,0.269218427285107,0.767913173682142,1.3083374707545,0.383956586841071,-0.00377661664282236,666.135272110896
"2014",2598.93363896529,0.307676191091539,0.753775515379026,1.48871722149738,0.376887757689513,-0.000797314507228197,663.40751917978
"2015",2454.49171138203,0.342577649728486,0.709757188016917,1.66098866245202,0.354878594008459,-0.00283103505446647,653.326658655263
"2016",2273.90742701945,0.329778157500167,0.655875935889785,1.6055044018043,0.327937967944893,0.00276582561953242,662.254181900528
"2017",2150.85838906034,0.343308518596556,0.621632077586608,1.67221128524404,0.310816038793304,0.00304517222037504,636.066686844734
"2018",2023.83444102844,0.261541156369157,0.585539733271825,1.2736456113753,0.292769866635912,0.00355610312696353,612.360433231105
"2019",2070.19388960433,0.314031946366645,0.602332350514174,1.51808136019248,0.301166175257087,0.00261927967493758,577.630253201619
"2020",2012.77244311134,0.347333851508488,0.583893450903884,1.68469496706497,0.291946725451942,0.00233549011164769,585.908148442807
"2021",1884.89136180033,0.31460699134493,0.547803574139595,1.51901260395481,0.273901787069797,0.000218401848178118,559.36424208505
